"1","1","prova","mj","1","mj","groove","moderate","blues"
"2","2","prova","mj","1","mj","groove","moderate","blues"
"3","2","prova","mj","10","min","groove","moderate","blues"
"4","3","prova","mj","10","min","groove","moderate","blues"
"5","1","prova","mj","3","min","groove","moderate","blues"
"6","2","prova","mj","3","min","groove","moderate","blues"
"7","2","prova","mj","8","7","groove","moderate","blues"
"8","3","prova","mj","8","7","groove","moderate","blues"
"1","1","1","100","200","0.5","0","0","0","0.25","0","0","0","0.25","0","0","0.25","0","0","0","0","0.25"
"2","2","1","100","200","0.5","0","0","0","0.25","0","0","0","0.25","0","0","0.25","0","0","0","0","0.25"
"3","3","1","100","200","0.5","0","0","0","0.25","0","0","0","0.25","0","0","0.25","0","0","0","0","0.25"
"4","4","1","100","200","0.5","0","0","0","0.25","0","0","0","0.25","0","0","0.25","0","0","0","0","0.25"
"7","1","2","100","200","0.5","0","0","0","0.25","0","0","0","0.25","0","0","0.25","0","0","0","0","0.25"
"8","2","2","100","200","0.5","0","0","0","0.25","0","0","0","0.25","0","0","0.25","0","0","0","0","0.25"
"9","3","2","100","200","0.5","0","0","0","0.25","0","0","0","0.25","0","0","0.25","0","0","0","0","0.25"
"10","4","2","100","200","0.5","0","0","0","0.25","0","0","0","0.25","0","0","0.25","0","0","0","0","0.25"
"11","1","3","100","200","0.5","0","0","0","0.25","0","0","0","0.25","0","0","0","0","0.25","0","0","0.25"
"12","2","3","100","200","0.5","0","0","0","0.25","0","0","0","0.25","0","0","0","0","0.25","0","0","0.25"
"13","3","3","100","200","0.5","0","0","0","0.25","0","0","0","0.25","0","0","0","0","0.25","0","0","0.25"
"14","4","3","100","200","0.5","0","0","0","0.25","0","0","0","0.25","0","0","0","0","0.25","0","0","0.25"
"15","1","4","100","200","0.5","0","0","0","0.25","0","0","0","0.25","0","0","0","0","0.25","0","0","0.25"
"16","2","4","100","200","0.5","0","0","0","0.25","0","0","0","0.25","0","0","0","0","0.25","0","0","0.25"
"17","3","4","100","200","0.5","0","0","0","0.25","0","0","0","0.25","0","0","0","0","0.25","0","0","0.25"
"18","4","4","100","200","0.5","0","0","0","0.25","0","0","0","0.25","0","0","0","0","0.25","0","0","0.25"
"19","1","5","100","200","0.5","0","0","0","0","0","0.25","0","0","0.25","0","0","0","0.25","0","0","0.25"
"20","2","5","100","200","0.5","0","0","0","0","0","0.25","0","0","0.25","0","0","0","0.25","0","0","0.25"
"21","3","5","100","200","0.5","0","0","0","0","0","0.25","0","0","0.25","0","0","0","0.25","0","0","0.25"
"22","4","5","100","200","0.5","0","0","0","0","0","0.25","0","0","0.25","0","0","0","0.25","0","0","0.25"
"23","1","6","100","200","0.5","0","0","0","0","0","0.25","0","0","0.25","0","0","0","0.25","0","0","0.25"
"24","2","6","100","200","0.5","0","0","0","0","0","0.25","0","0","0.25","0","0","0","0.25","0","0","0.25"
"25","3","6","100","200","0.5","0","0","0","0","0","0.25","0","0","0.25","0","0","0","0.25","0","0","0.25"
"26","4","6","100","200","0.5","0","0","0","0","0","0.25","0","0","0.25","0","0","0","0.25","0","0","0.25"
"27","1","7","100","200","0.5","0","0.1","0","0","0","0.25","0","0","0.15","0","0.25","0","0","0","0.25","0.1"
"28","2","7","100","200","0.5","0","0.1","0","0","0","0.25","0","0","0.15","0","0.25","0","0","0","0.25","0.1"
"29","3","7","100","200","0.5","0","0.1","0","0","0","0.25","0","0","0.15","0","0.25","0","0","0","0.25","0.1"
"30","4","7","100","200","0.5","0","0.1","0","0","0","0.25","0","0","0.15","0","0.25","0","0","0","0.25","0.1"
"31","1","8","100","200","0.5","0","0.1","0","0","0","0.25","0","0","0.15","0","0.25","0","0","0","0.25","0.1"
"32","2","8","100","200","0.5","0","0.1","0","0","0","0.25","0","0","0.15","0","0.25","0","0","0","0.25","0.1"
"33","3","8","100","200","0.5","0","0.1","0","0","0","0.25","0","0","0.15","0","0.25","0","0","0","0.25","0.1"
"34","4","8","100","200","0.5","0","0.1","0","0","0","0.25","0","0","0.15","0","0.25","0","0","0","0.25","0.1"
